position_name,city,company_name,salary,education,industry,address,industryLables,label,advantage,size,stage,work_year,position_detail
3、具有软件开发经验
4、至少精通一门计算机语言
掌握以下技能者加分哦：
1、熟练掌握C/C++或者Go
2、具有CUDA开发经验
3、具有多线程、并行计算开发经验
4、具有神经网络模型压缩、优化经验，了解神经网络的quantization
5、具有大规模多服务系统的开发经验，了解gRPC与ProtocolBuffers

"

高级机器学习工程师,北京,北京爱特曼科技有限公司,30k-60k,本科,"移动互联网,数据服务","['学院路', '五道口', '清河']",[],"['年底双薪', '定期体检', '股票期权', '带薪年假']","顶级团队,待遇优厚,人工智能,知识图谱",15-50人,A轮,1-3年,"
职位描述：


职责描述：
机器翻译相关算法的研发及现有机器翻译系统的持续优化
机器翻译离线数据处理及分析
跟进机器翻译及相关NLP技术的学术和行业最新进展
任职要求：
3年以上NLP或机器学习相关科研或工作经验，熟练掌握所属领域的主流机器学习算法
扎实的编程和算法基础，熟练掌握至少一种编程语言（Python、C/C++、Java、C#等）
熟悉深度学习并掌握至少一个深度学习框架（Tensorflow、theano、torch、caffe等）
具备Linux平台下的开发能力
良好的数学基础和英文阅读能力
自我驱动力强
在机器翻译、Chatbot、QA、语音识别、搜索、广告、推荐等领域有实战经验者优先
在顶级机器学习和AI领域会议和期刊上发表过文章者优先
具有BAT、微软等公司工作经验者优先

"

机器学习工程师,北京,北京芯智引擎科技有限公司,15k-30k,硕士,移动互联网 硬件,,[],"['年底双薪', '带薪年假', '绩效奖金', '专项奖金']","技术大牛,微软系,不打卡,福利丰厚",15-50人,不需要融资,1-3年,"
职位描述：

机器学习工程师：工作职责：?1、使用机器学习算法解决常见的业务问题，使用的算法包括常用的图像处理、自然语言处理算法、机器学习推荐算法等；?2、挖掘各种来源的非结构化数据；3、对数据进行建模，分析影响系统的关键因素，规划、设计和实现新的解决方案，评估并优化模型；
?任职要求：1、计算机、数学或相关专业本科以上学历；?2、一年以上机器学习项目经验，有深度学习项目经验优先，善于将业务问题抽象为机器学习问题；3、熟悉常用的分类聚类算法，清楚了解算法原理并能做一定的改进；4、了解深度学习模型如CNN、RNN、GAN等；5、熟悉常用参数调整策略；6、熟练掌握JavaPython一种或多种；7、熟悉常用的深度学习计算框架scikitlearn、对tensorflow熟悉者优先。8、熟悉大数据开发者优先

"

机器学习算法工程师,北京,北京芯盾时代科技有限公司,20k-35k,本科,"移动互联网,信息安全","['苏州桥', '万柳', '万泉河']",[],"['高薪', '股票期权', '内荐重奖', '餐补话补']","五险一金,员工旅游,餐补,通讯补助",50-150人,B轮,3-5年,"
职位描述：

工作职责：
1.与客户沟通，了解业务逻辑与需求，分解出可优化的问题；
2.针对客户需要优化的核心问题，结合业务数据情况，使用最先进的机器学习和数据挖掘技术，提出合理的解决方案；
3.应用场景包括但不限于：用户画像标签挖掘、知识图谱挖掘、反欺诈模型等。
任职要求：
1.计算机、自动化控制、运筹学、统计等相关专业背景，硕士及以上学历
2.熟悉Linux开发环境，具有扎实的编程基础（熟练使用C++/Python/Shell/Scala等），有大数据处理经验者优先（熟悉Hadoop或者Spark等分布式处理平台）；
3.扎实的数学、机器学习和数据挖掘基础，在以下至少一个领域有深入研究，及三年以上的工作项目经历；
4.熟悉一个或多个常见的ML/DL/NLP开源工具库，如SparkML、Caffe、Tensorflow、Sklearn等，能够快速实现新的想法；
5.积极主动，优秀的分析问题和解决问题能力；
6.具有良好的沟通表达能力，具备较强的团队合作意识。

"

机器学习算法工程师,北京,北京弘合柏基金融信息服务有限责任公司,18k-36k,硕士,金融,"['中关村', '知春路', '苏州街']",[],"['岗位晋升', '股票期权', '绩效奖金', '定期体检']",团队氛围,2000人以上,不需要融资,3-5年,"
职位描述：

岗位职责
1.探索机器学习算法在互金中应用
2.从历史数据中提炼出一定规律，为业务方提供可行的策略
3.基于历史数据和专家经验，通过有监督和无监督的方法结合，建立针对现金贷、催收等业务的预测模型，并持续优化；
4.对算法模型提供可解释性
5.追踪行业的前沿技术
?
任职要求
1.硕士及以上学历
2.在机器学习或统计学习建模领域拥有1年以上实际工作经验；
3.编程基础扎实，有超过1年以上java或Python实际开发经验
4.至少深刻理解分类，聚类，回归算法中某一类，了解常用评估指标
5.具有一定的数据分析能力，对业务和数据敏感
6.有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先
?

"

19校招-数据挖掘/机器学习算法工程师,北京,小船出海教育科技（北京）有限公司,13k-26k,本科,"移动互联网,教育",,['移动互联网'],"['股票期权', '免费三餐', '打车报销', '14薪']","应届,本科及以上",2000人以上,C轮,应届毕业生,"
职位描述：

工作职责
1、参与K12在线教育AI核心产品算法设计与开发；
2、参与用户画像与学习能力模型体系建设，深入挖掘用户数据；
3、快速迭代不断提升用户产品使用体验；
4、跟进业界相关技术进展并进行策略技术的规划和创新。
?任职资格
1、计算机或相关专业本科以上学历；
2、良好的逻辑思维能力，敏锐的数据洞察力，较强的总结归纳能力；
3、良好的团队合作精神，敢于接受挑战；
4、掌握C,C++,PYTHON语言，熟悉数据结构和算法；
5、熟悉数据挖掘、机器学习、自然语言处理、语音识别等相关技术；
6、具有工业级搜索引擎/语音识别系统/个性化教育产品相关项目经验者优先。

"

机器学习,上海,上海钧正网络科技有限公司,20k-40k,本科,"移动互联网,硬件",,[],"['绩效奖金', '年底双薪', '股票期权', '交通补助']",年底双薪,2000人以上,D轮及以上,3-5年,"
职位描述：

工作职责：
-负责机器学习、深度学习领域的技术研发工作，包括但不限于神经网络模型设计与优化、强化学习、迁移学习、主动学习、维度降低、核方法、谱方法、特征提取与稀疏学习、等级学习、推荐、随机优化等的算法和系统研发；
-对计算机视觉、语音识别、自然语言处理等某个领域内提供模型支持；
-负责机器学习尤其是深度学习前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案。
工作要求：
-本科以上学历，计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、语音识别等领域的计算机科学、电子工程或其它人工智能相关专业毕业；
-有机器学习、深度学习、人工智能、计算机视觉等领域全球领先企业的工作经验者优先；
-精通至少一种编程语言，包括但不限于Java、go、C/C++、C#、Python等；
-有深度学习学术或工程项目经验者优先考虑。

"

机器学习岗,北京,北京小米科技有限责任公司,20k-40k,硕士,移动互联网,"['清河', '上地']","['广告营销', '金融', '数据挖掘']","['快速成长', '免费班车', '扁平管理', '技能培训']","平台大,业务增长快,团队氛围好",2000人以上,D轮及以上,3-5年,"
职位描述：

岗位描述:
1、用机器学习/统计学习解决行为金融学建模问题；
2、研究大规模分布式机器学习算法和架构，支持未来业务发展。
任职资格:
1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法；?
3、熟悉Spark、Hadoop等分布式计算技术，具有SAS、R、Python等统计分析技能优先；?
4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；
5、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队。

"

机器学习算法工程师（上海）,上海,上海青声网络科技有限公司,25k-35k,本科,"移动互联网,文化娱乐","['新天地', '打浦桥', '淮海路']",[],"['年终分红', '五险一金', '定期体检', '弹性工作']","周末双休,国内外游,弹性工作",150-500人,C轮,3-5年,"
职位描述：

【我们是谁？】?
启维文化是一个开放、创新、团结、执行力强的新型互联网集团公司，专注于文化领域在互联网行业的各项发展。我们秉持着提升社会效率与创新两大原则。致力于发展为最大的年轻人文化媒体、发行、商品化互联网渠道，挖掘文化领域的年轻力量。
启维文化集团主要业务为运营「echo回声」App与网站、旗下相关产品及MusicLens。详情可登录我们官网阅览。
启维文化官网：www.kibey.com
MusicLens官网：www.music-lens.com
【我们能为你提供什么？】
1）MacBook人手一台
2）年度免费全身体检
3）五险一金齐全，弹性工作时间，一天8小时即可
4）每天不限量提供进口零食，好酒好茶好咖啡
5）年度免费出国游or国内游。
6）每地区的同事每季度享有一次团建，额度标准为300元/人
7）满试用期的优秀员工，一年即可享有加薪及升职机会、
